日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2020-01-23,8.927,8.552,8.948,8.417,52100974,990096304.0,6.0,-3.3,-0.292,0.84
2020-01-24,8.542,8.438,8.573,8.334,9500257,177890325.0,2.79,-1.33,-0.114,0.15
2020-01-29,8.177,8.323,8.48,8.125,26271196,485217136.0,4.21,-1.36,-0.115,0.42
2020-01-30,8.157,7.917,8.261,7.875,41276494,736919152.0,4.64,-4.88,-0.406,0.66
2020-01-31,8.021,7.709,8.146,7.667,36070836,629542640.0,6.05,-2.63,-0.208,0.58
2020-02-03,7.709,8.042,8.125,7.573,47078643,839404784.0,7.16,4.32,0.333,0.75
2020-02-04,8.386,8.25,8.386,8.021,32997832,602384608.0,4.54,2.59,0.208,0.53
2020-02-05,8.855,8.677,9.375,8.448,112031966,2175245536.0,11.24,5.18,0.427,1.8
2020-02-06,8.855,8.782,8.907,8.646,42406412,821619600.0,3.01,1.21,0.105,0.68
2020-02-07,8.844,8.813,8.948,8.677,35593148,690828736.0,3.09,0.35,0.031,0.57
2020-02-10,8.782,8.625,8.834,8.49,33436006,635604976.0,3.9,-2.13,-0.188,0.54
2020-02-11,8.74,8.636,8.75,8.49,32142479,613442944.0,3.01,0.13,0.011,0.52
2020-02-12,8.636,8.667,8.75,8.511,17297957,330625824.0,2.77,0.36,0.031,0.28
2020-02-13,8.74,8.459,8.761,8.334,25762360,482033952.0,4.93,-2.4,-0.208,0.41
2020-02-14,8.459,8.605,8.688,8.407,25099936,477045440.0,3.32,1.73,0.146,0.4
2020-02-17,8.625,8.782,8.907,8.563,25086350,485960880.0,4.0,2.06,0.177,0.4
2020-02-18,8.771,8.625,8.782,8.552,17380637,331853008.0,2.62,-1.79,-0.157,0.28
2020-02-19,8.75,8.636,8.75,8.573,16073898,306484496.0,2.05,0.13,0.011,0.26
2020-02-20,8.709,8.709,8.834,8.573,15500642,297399568.0,3.02,0.85,0.073,0.25
2020-02-21,8.698,8.605,8.698,8.448,16771686,317361632.0,2.87,-1.19,-0.104,0.27
2020-02-24,8.573,8.323,8.584,8.23,23522849,435928768.0,4.11,-3.28,-0.282,0.38
2020-02-25,8.23,8.417,8.448,8.146,15419418,284958544.0,3.63,1.13,0.094,0.25
2020-02-26,8.125,8.177,8.323,8.094,20945270,380736848.0,2.72,-2.85,-0.24,0.34
2020-02-27,8.084,8.198,8.198,7.969,24841455,448015296.0,2.8,0.26,0.021,0.4
2020-02-28,7.948,7.948,8.105,7.782,35455293,627240000.0,3.94,-3.05,-0.25,0.57
2020-03-02,8.021,8.011,8.073,7.834,23721629,423237136.0,3.01,0.79,0.063,0.38
2020-03-03,8.073,8.198,8.344,8.073,31621022,578465840.0,3.38,2.33,0.187,0.51
2020-03-04,8.198,8.146,8.261,8.052,17706622,321302720.0,2.55,-0.63,-0.052,0.28
2020-03-05,8.146,8.448,8.625,8.146,43403977,813140272.0,5.88,3.71,0.302,0.7
2020-03-06,8.271,8.448,8.73,8.271,45527196,859013376.0,5.43,0.0,0.0,0.73
2020-03-09,7.969,8.011,8.125,7.917,49348338,881497072.0,2.46,-5.17,-0.437,0.79
2020-03-10,8.084,7.99,8.23,7.792,27558382,494436496.0,5.47,-0.26,-0.021,0.44
2020-03-11,8.021,7.657,8.021,7.615,34798912,602891696.0,5.08,-4.17,-0.333,0.56
2020-03-12,7.532,7.271,7.542,7.125,35403401,581045504.0,5.45,-5.04,-0.386,0.57
2020-03-13,6.469,7.261,7.438,6.302,65280217,1034086096.0,15.62,-0.14,-0.01,1.05
2020-03-16,6.823,6.834,7.23,6.73,39699500,629517040.0,6.89,-5.88,-0.427,0.64
2020-03-17,6.646,6.782,6.907,6.407,46237288,710582544.0,7.32,-0.76,-0.052,0.74
2020-03-18,6.5,6.177,6.823,5.969,59211992,872987456.0,12.59,-8.92,-0.605,0.95
2020-03-19,6.24,5.844,6.375,5.532,78835676,1071290704.0,13.65,-5.39,-0.333,1.26
2020-03-20,6.24,6.438,6.459,6.0,52913796,766632208.0,7.85,10.16,0.594,0.85
2020-03-23,6.0,6.021,6.282,6.0,38321602,546373408.0,4.38,-6.48,-0.417,0.61
2020-03-24,6.469,6.573,6.646,6.427,43292819,651421872.0,3.64,9.17,0.552,0.69
2020-03-25,6.948,7.042,7.209,6.698,42495029,674807968.0,7.77,7.14,0.469,0.68
2020-03-26,7.24,7.198,7.521,7.021,38381338,634492032.0,7.1,2.22,0.156,0.62
2020-03-27,7.542,7.157,7.573,7.042,33773768,552090880.0,7.38,-0.57,-0.041,0.54
2020-03-30,7.0,7.146,7.427,7.0,29534226,482329040.0,5.97,-0.15,-0.011,0.47
2020-03-31,7.105,6.782,7.365,6.73,58278597,911289984.0,8.89,-5.09,-0.364,0.93
2020-04-01,6.542,6.427,6.834,6.23,58349298,871954368.0,8.91,-5.23,-0.355,0.94
2020-04-02,6.386,6.521,6.657,6.323,32215916,483439456.0,5.2,1.46,0.094,0.52
2020-04-03,6.459,6.646,6.719,6.438,19196527,292887344.0,4.31,1.92,0.125,0.31
2020-04-06,6.73,6.771,6.813,6.542,16525923,253959478.0,4.08,1.88,0.125,0.26
2020-04-07,6.917,7.188,7.282,6.844,46214185,742368368.0,6.47,6.16,0.417,0.74
2020-04-08,7.23,7.157,7.292,7.073,21040362,341691792.0,3.05,-0.43,-0.031,0.34
2020-04-09,7.386,7.521,7.625,7.25,40588267,686050896.0,5.24,5.09,0.364,0.65
2020-04-14,7.657,7.396,7.657,7.355,33173077,558763984.0,4.02,-1.66,-0.125,0.53
2020-04-15,7.396,7.344,7.584,7.282,28948145,484097152.0,4.08,-0.7,-0.052,0.46
2020-04-16,7.396,7.261,7.407,7.136,28643201,470654928.0,3.69,-1.13,-0.083,0.46
2020-04-17,7.5,7.24,7.542,7.105,37383666,618663360.0,6.02,-0.29,-0.021,0.6
2020-04-20,7.24,7.323,7.323,7.188,25040132,411416496.0,1.86,1.15,0.083,0.4
2020-04-21,7.209,6.938,7.282,6.823,48136365,765379904.0,6.27,-5.26,-0.385,0.77
2020-04-22,6.823,6.938,6.938,6.615,50926216,793228096.0,4.66,0.0,0.0,0.82
2020-04-23,7.136,7.0,7.146,6.896,26398871,421323936.0,3.6,0.89,0.062,0.42
2020-04-24,6.969,6.802,6.98,6.552,45237333,696275024.0,6.11,-2.83,-0.198,0.73
2020-04-27,6.875,6.709,6.927,6.636,43546042,667695440.0,4.28,-1.37,-0.093,0.7
2020-04-28,6.771,6.886,6.948,6.677,36698883,573836112.0,4.04,2.64,0.177,0.59
2020-04-29,7.094,6.719,7.105,6.677,32220322,500389072.0,6.22,-2.43,-0.167,0.52
2020-05-04,6.511,6.25,6.552,6.209,45857694,672868192.0,5.1,-6.98,-0.469,0.74
2020-05-05,6.5,6.511,6.542,6.292,26608972,395255728.0,4.0,4.18,0.261,0.43
2020-05-06,6.552,6.605,6.646,6.386,26088575,394880128.0,3.99,1.44,0.094,0.42
2020-05-07,6.625,6.771,6.875,6.542,25006775,385921952.0,5.04,2.51,0.166,0.4
2020-05-08,6.875,6.907,6.959,6.719,31549259,496718384.0,3.54,2.01,0.136,0.51
2020-05-11,6.99,6.917,7.084,6.792,25449968,401838064.0,4.23,0.14,0.01,0.41
2020-05-12,6.823,6.74,6.959,6.688,32549274,505308416.0,3.92,-2.56,-0.177,0.52
2020-05-13,6.719,6.907,7.0,6.657,29045718,456157424.0,5.09,2.48,0.167,0.47
2020-05-14,6.771,6.74,6.865,6.698,22630108,351330896.0,2.42,-2.42,-0.167,0.36
2020-05-15,6.771,6.792,6.907,6.677,27117334,420689024.0,3.41,0.77,0.052,0.43
2020-05-18,6.834,6.875,6.99,6.667,21218216,333006912.0,4.76,1.22,0.083,0.34
2020-05-19,7.052,6.917,7.084,6.907,26564888,422616832.0,2.57,0.61,0.042,0.43
2020-05-20,7.011,7.302,7.323,7.0,48360664,788588144.0,4.67,5.57,0.385,0.78
2020-05-21,7.355,7.167,7.375,7.084,33760942,551544704.0,3.99,-1.85,-0.135,0.54
2020-05-22,6.927,6.667,7.021,6.511,56684081,871372496.0,7.12,-6.98,-0.5,0.91
2020-05-25,6.615,6.761,6.782,6.521,25864306,394930048.0,3.91,1.41,0.094,0.41
2020-05-26,6.834,6.969,7.125,6.834,24031962,383112480.0,4.3,3.08,0.208,0.39
2020-05-27,7.094,7.521,7.771,6.813,79383099,1329877040.0,13.75,7.92,0.552,1.27
2020-05-28,7.594,6.615,7.615,6.417,157194381,2433475408.0,15.93,-12.05,-0.906,2.52
2020-05-29,6.511,6.605,6.802,6.469,66001741,1003188944.0,5.03,-0.15,-0.01,1.06
2020-06-01,6.73,6.855,7.073,6.73,54561642,860563088.0,5.19,3.79,0.25,0.87
2020-06-02,6.907,7.23,7.24,6.855,60316999,974970000.0,5.62,5.47,0.375,0.97
2020-06-03,7.448,7.063,7.469,7.0,46622388,754761568.0,6.49,-2.31,-0.167,0.75
2020-06-04,7.23,7.042,7.23,6.969,30369253,487861456.0,3.7,-0.3,-0.021,0.49
2020-06-05,7.094,7.063,7.094,6.927,34142353,544302944.0,2.37,0.3,0.021,0.55
2020-06-08,7.063,6.907,7.094,6.813,35973108,568460464.0,3.98,-2.21,-0.156,0.58
2020-06-09,6.98,6.98,7.167,6.896,34529301,552848960.0,3.92,1.06,0.073,0.55
2020-06-10,7.084,7.042,7.261,7.021,30813950,497061072.0,3.44,0.89,0.062,0.49
2020-06-11,7.073,6.834,7.136,6.834,29790307,471041712.0,4.29,-2.95,-0.208,0.48
2020-06-12,6.698,6.74,6.782,6.563,36098912,554552448.0,3.2,-1.38,-0.094,0.58
2020-06-15,6.667,6.615,6.802,6.521,36619841,559144112.0,4.17,-1.85,-0.125,0.59
2020-06-16,6.855,6.834,6.886,6.771,39397953,614223792.0,1.74,3.31,0.219,0.63
2020-06-17,6.792,7.021,7.105,6.792,42113248,670720224.0,4.58,2.74,0.187,0.68
2020-06-18,7.115,7.465,7.465,6.99,68079317,939531392.0,6.77,6.32,0.444,0.91
2020-06-19,7.465,7.502,7.59,7.302,46172336,641300432.0,3.86,0.5,0.037,0.62
2020-06-22,7.49,7.327,7.49,7.24,25482867,347963808.0,3.33,-2.33,-0.175,0.34
2020-06-23,7.252,7.49,7.515,7.152,25400245,349160320.0,4.95,2.22,0.163,0.34
2020-06-24,7.49,7.677,7.99,7.49,57799088,831181904.0,6.68,2.5,0.187,0.77
2020-06-26,7.84,8.115,8.265,7.74,66530890,990126256.0,6.84,5.71,0.438,0.89
2020-06-29,8.152,7.752,8.152,7.677,56415340,813803744.0,5.85,-4.47,-0.363,0.75
2020-06-30,7.802,7.952,8.102,7.74,36825736,538560192.0,4.67,2.58,0.2,0.49
2020-07-02,7.927,7.89,8.077,7.752,58730567,854592672.0,4.09,-0.78,-0.062,0.78
2020-07-03,8.04,8.04,8.052,7.777,33099786,484965232.0,3.49,1.9,0.15,0.44
2020-07-06,8.152,8.227,8.527,7.965,73350367,1117630000.0,6.99,2.33,0.187,0.98
2020-07-07,8.34,8.265,8.427,8.115,58114296,881562560.0,3.79,0.46,0.038,0.78
2020-07-08,8.415,8.302,8.415,8.115,44243935,667249600.0,3.63,0.45,0.037,0.59
2020-07-09,8.315,8.227,8.365,8.077,58432991,876843728.0,3.47,-0.9,-0.075,0.78
2020-07-10,8.115,8.315,8.652,8.04,44930382,686692624.0,7.44,1.07,0.088,0.6
2020-07-13,8.477,8.952,9.052,8.327,105657899,1684755392.0,8.72,7.66,0.637,1.41
2020-07-14,8.952,8.815,9.165,8.615,79445334,1275358880.0,6.14,-1.53,-0.137,1.06
2020-07-15,9.015,8.965,9.277,8.815,81800163,1338581120.0,5.24,1.7,0.15,1.09
2020-07-16,9.015,8.465,9.19,8.427,63187722,999346832.0,8.51,-5.58,-0.5,0.84
2020-07-17,8.427,8.752,8.865,8.415,39639898,627457712.0,5.32,3.39,0.287,0.53
2020-07-20,8.802,8.702,8.89,8.49,32055766,503950240.0,4.57,-0.57,-0.05,0.43
2020-07-21,8.852,8.89,9.052,8.802,38630289,626803504.0,2.87,2.16,0.188,0.52
2020-07-22,8.99,8.752,9.215,8.727,52333393,855285440.0,5.49,-1.55,-0.138,0.7
2020-07-23,8.927,8.877,9.077,8.727,41305240,664849728.0,4.0,1.43,0.125,0.55
2020-07-24,8.74,8.39,8.852,8.24,63390025,976388624.0,6.89,-5.49,-0.487,0.85
2020-07-27,8.402,8.302,8.577,8.115,31954504,485680736.0,5.51,-1.05,-0.088,0.43
2020-07-28,8.44,8.277,8.477,8.19,30803155,467725040.0,3.46,-0.3,-0.025,0.41
2020-07-29,8.327,8.352,8.44,8.19,23004522,351568976.0,3.02,0.91,0.075,0.31
2020-07-30,8.54,8.84,8.94,8.427,85699526,1370720848.0,6.14,5.84,0.488,1.15
2020-07-31,8.84,8.965,9.202,8.802,47481801,775712144.0,4.52,1.41,0.125,0.63
2020-08-03,8.977,8.902,9.065,8.827,37671938,609631440.0,2.65,-0.7,-0.063,0.5
2020-08-04,8.94,8.877,9.102,8.79,33511555,541323248.0,3.5,-0.28,-0.025,0.45
2020-08-05,8.802,8.927,9.09,8.802,35992203,583472192.0,3.24,0.56,0.05,0.48
2020-08-06,8.99,8.902,9.052,8.702,29610566,475910176.0,3.92,-0.28,-0.025,0.4
2020-08-07,8.79,8.64,8.877,8.465,40043624,627864624.0,4.63,-2.94,-0.262,0.54
2020-08-10,8.552,8.515,8.69,8.415,40601403,631977440.0,3.18,-1.45,-0.125,0.54
2020-08-11,8.59,8.64,8.765,8.54,38160855,601593824.0,2.64,1.47,0.125,0.51
2020-08-12,8.552,8.427,8.627,8.327,35086980,540050480.0,3.47,-2.47,-0.213,0.47
2020-08-13,8.527,8.465,8.665,8.352,31164681,482837088.0,3.71,0.45,0.038,0.42
2020-08-14,8.452,8.452,8.565,8.365,15345985,237661087.0,2.36,-0.15,-0.013,0.21
2020-08-17,8.515,8.54,8.665,8.465,27073832,421860320.0,2.37,1.04,0.088,0.36
2020-08-18,8.577,8.865,9.027,8.552,48581295,783389936.0,5.56,3.81,0.325,0.65
2020-08-19,8.865,8.74,8.99,8.727,14040949,224761623.0,2.97,-1.41,-0.125,0.19
2020-08-20,8.627,8.59,8.677,8.427,21778131,339659360.0,2.86,-1.72,-0.15,0.29
2020-08-21,8.702,8.69,8.727,8.552,14445471,227892825.0,2.04,1.16,0.1,0.19
2020-08-24,8.802,8.765,8.852,8.677,18072461,287827632.0,2.01,0.86,0.075,0.24
2020-08-25,8.765,8.74,8.902,8.677,19191395,305334960.0,2.57,-0.29,-0.025,0.26
2020-08-26,8.702,9.202,9.402,8.677,84284833,1400928864.0,8.3,5.29,0.462,1.13
2020-08-27,9.302,9.427,9.602,9.29,67864057,1156929424.0,3.39,2.45,0.225,0.91
2020-08-28,9.49,9.452,9.79,9.377,60048946,1038588816.0,4.38,0.27,0.025,0.8
2020-08-31,9.677,9.565,9.965,9.527,52620055,921989136.0,4.63,1.2,0.113,0.7
2020-09-01,9.377,9.502,9.852,9.315,35315132,610843840.0,5.61,-0.66,-0.063,0.47
2020-09-02,9.54,9.465,9.665,9.415,44300012,757298944.0,2.63,-0.39,-0.037,0.59
2020-09-03,9.427,9.165,9.427,9.065,43840272,730740320.0,3.82,-3.17,-0.3,0.59
2020-09-04,8.952,8.877,9.077,8.59,82677343,1320520656.0,5.31,-3.14,-0.288,1.1
2020-09-07,8.74,8.64,8.84,8.515,32959747,518111328.0,3.66,-2.67,-0.237,0.44
2020-09-08,8.702,8.602,8.715,8.427,20302763,316840496.0,3.33,-0.44,-0.038,0.27
2020-09-09,8.54,8.54,8.727,8.465,27367936,427207024.0,3.05,-0.72,-0.062,0.37
2020-09-10,8.54,8.452,8.615,8.415,18152052,280319552.0,2.34,-1.03,-0.088,0.24
2020-09-11,8.565,8.477,8.59,8.427,18237231,281411568.0,1.93,0.3,0.025,0.24
2020-09-14,8.477,8.602,8.627,8.452,17563577,273422784.0,2.06,1.47,0.125,0.23
2020-09-15,8.627,8.752,8.802,8.627,28419964,449273328.0,2.03,1.74,0.15,0.38
2020-09-16,8.777,8.802,8.99,8.702,19839192,316600464.0,3.29,0.57,0.05,0.27
2020-09-17,8.777,8.677,8.802,8.527,16648000,260688871.0,3.12,-1.42,-0.125,0.22
2020-09-18,8.69,8.69,8.765,8.652,20728850,327451888.0,1.3,0.15,0.013,0.28
2020-09-21,8.74,8.527,8.902,8.515,15150729,237342977.0,4.45,-1.88,-0.163,0.2
2020-09-22,8.527,8.427,8.59,8.39,24192124,372898592.0,2.35,-1.17,-0.1,0.32
2020-09-23,8.352,8.515,8.615,8.352,15621885,241662962.0,3.12,1.04,0.088,0.21
2020-09-24,8.402,8.402,8.59,8.277,19510842,297395200.0,3.68,-1.33,-0.113,0.26
2020-09-25,8.577,8.127,8.64,8.102,21743228,325746512.0,6.4,-3.27,-0.275,0.29
2020-09-28,8.127,8.077,8.127,7.952,17328600,254904418.0,2.15,-0.62,-0.05,0.23
2020-09-29,8.265,8.14,8.265,8.04,21601609,320916016.0,2.79,0.78,0.063,0.29
2020-09-30,8.54,8.215,8.54,8.102,14661200,221427616.0,5.38,0.92,0.075,0.2
2020-10-05,8.715,8.227,8.715,8.215,18886950,286424080.0,6.09,0.15,0.012,0.25
2020-10-06,8.34,8.527,8.565,8.177,28491770,437754496.0,4.72,3.65,0.3,0.38
2020-10-07,8.515,8.59,8.64,8.402,13156511,204685454.0,2.79,0.74,0.063,0.18
2020-10-08,8.59,8.615,8.677,8.49,10315349,160530151.0,2.18,0.29,0.025,0.14
2020-10-09,8.602,8.627,8.74,8.552,18388602,288760240.0,2.18,0.14,0.012,0.25
2020-10-12,8.69,8.74,8.79,8.552,18448710,291874592.0,2.76,1.31,0.113,0.25
2020-10-14,8.802,8.69,8.802,8.59,24709371,388338368.0,2.43,-0.57,-0.05,0.33
2020-10-15,8.83,8.53,9.06,8.36,47879990,466478832.0,8.06,-1.84,-0.16,0.4
2020-10-16,8.59,8.04,8.6,7.96,77116277,713840720.0,7.5,-5.74,-0.49,0.64
2020-10-19,8.1,7.77,8.12,7.74,59068292,531666864.0,4.73,-3.36,-0.27,0.49
2020-10-20,7.77,7.85,7.89,7.65,36725212,328662160.0,3.09,1.03,0.08,0.31
2020-10-21,7.85,7.8,8.03,7.78,35770575,323069584.0,3.18,-0.64,-0.05,0.3
2020-10-22,7.84,7.64,7.84,7.53,42503904,374058304.0,3.97,-2.05,-0.16,0.35
2020-10-23,7.59,7.38,7.62,7.27,69385270,592618336.0,4.58,-3.4,-0.26,0.58
2020-10-27,7.41,7.25,7.45,7.17,55198578,464934096.0,3.79,-1.76,-0.13,0.46
2020-10-28,7.34,7.24,7.38,7.15,27552250,232209822.0,3.17,-0.14,-0.01,0.23
2020-10-29,7.08,7.28,7.4,7.08,36735449,309439120.0,4.42,0.55,0.04,0.31
2020-10-30,7.19,7.01,7.28,6.88,75294558,616141968.0,5.49,-3.71,-0.27,0.63
2020-11-02,7.01,6.89,7.01,6.71,74298774,592391648.0,4.28,-1.71,-0.12,0.62
2020-11-03,6.83,6.94,7.04,6.82,53364697,432762320.0,3.19,0.73,0.05,0.45
2020-11-04,6.97,6.97,7.18,6.91,93881264,765557744.0,3.89,0.43,0.03,0.78
2020-11-05,7.14,7.24,7.31,7.05,71044569,593789008.0,3.73,3.87,0.27,0.59
2020-11-06,7.24,7.1,7.34,6.89,84470405,696155984.0,6.22,-1.93,-0.14,0.71
2020-11-09,7.21,7.03,7.23,6.99,79957542,659100416.0,3.38,-0.99,-0.07,0.67
2020-11-10,7.14,7.01,7.18,6.87,104135979,849713040.0,4.41,-0.28,-0.02,0.87
2020-11-11,7.12,7.01,7.12,6.9,59596736,485203888.0,3.14,0.0,0.0,0.5
2020-11-12,6.99,7.06,7.26,6.94,67343657,557116496.0,4.56,0.71,0.05,0.56
2020-11-13,7.09,7.17,7.21,6.91,65256125,538053856.0,4.25,1.56,0.11,0.54
2020-11-16,7.24,7.04,7.26,7.01,80973058,668481312.0,3.49,-1.81,-0.13,0.68
2020-11-17,7.03,6.99,7.09,6.91,41420095,336508320.0,2.56,-0.71,-0.05,0.35
2020-11-18,7.06,7.03,7.19,6.95,47064744,385798768.0,3.43,0.57,0.04,0.39
2020-11-19,7.04,7.05,7.11,6.92,37360200,306605968.0,2.7,0.28,0.02,0.31
2020-11-20,7.01,7.02,7.11,7.0,62010675,508406912.0,1.56,-0.43,-0.03,0.52
2020-11-23,7.06,6.98,7.12,6.89,84651422,691142656.0,3.28,-0.57,-0.04,0.71
2020-11-24,6.97,6.69,7.0,6.45,179265223,1393195536.0,7.88,-4.15,-0.29,1.5
2020-11-25,6.64,6.6,6.69,6.38,128095865,987124320.0,4.63,-1.35,-0.09,1.07
2020-11-26,6.57,6.44,6.67,6.4,91527480,697879744.0,4.09,-2.42,-0.16,0.76
2020-11-27,6.41,6.49,6.57,6.28,98809422,746616720.0,4.5,0.78,0.05,0.83
2020-11-30,6.49,6.41,6.64,6.4,123021445,937685392.0,3.7,-1.23,-0.08,1.03
2020-12-01,6.41,6.25,6.44,6.18,119700966,886947664.0,4.06,-2.5,-0.16,1.0
2020-12-02,6.31,6.29,6.35,6.17,71553952,530109488.0,2.88,0.64,0.04,0.6
2020-12-03,6.19,6.73,6.8,6.19,133876904,1049563088.0,9.7,7.0,0.44,1.12
2020-12-04,6.81,6.64,6.82,6.55,101519444,793368688.0,4.01,-1.34,-0.09,0.85
2020-12-07,6.56,6.57,6.67,6.41,68302947,525637984.0,3.92,-1.05,-0.07,0.57
2020-12-08,6.57,6.42,6.68,6.35,57559216,437887968.0,5.02,-2.28,-0.15,0.48
2020-12-09,6.42,6.31,6.45,6.22,95631465,713120448.0,3.58,-1.71,-0.11,0.8
2020-12-10,6.24,6.12,6.35,6.06,82270266,601532640.0,4.6,-3.01,-0.19,0.69
2020-12-11,6.08,6.0,6.17,5.92,122434847,878659200.0,4.08,-1.96,-0.12,1.02
2020-12-14,6.03,6.13,6.23,5.98,84919294,619075568.0,4.17,2.17,0.13,0.71
2020-12-15,6.12,6.45,6.53,6.09,164136781,1242373488.0,7.18,5.22,0.32,1.37
2020-12-16,6.54,6.61,6.67,6.42,142194865,1101896080.0,3.88,2.48,0.16,1.19
2020-12-17,6.65,6.93,7.03,6.64,152667002,1236208448.0,5.9,4.84,0.32,1.28
2020-12-18,6.93,6.68,6.96,6.66,94547600,744927712.0,4.33,-3.61,-0.25,0.79
2020-12-21,6.65,6.59,6.76,6.55,72541940,565265936.0,3.14,-1.35,-0.09,0.61
2020-12-22,6.51,6.48,6.6,6.39,54399248,414901520.0,3.19,-1.67,-0.11,0.45
2020-12-23,6.5,6.44,6.53,6.38,36404219,276086592.0,2.31,-0.62,-0.04,0.3
2020-12-24,6.39,6.44,6.44,6.34,21551996,163043407.0,1.55,0.0,0.0,0.18
