REPORT_DATE,SECUCODE,SECURITY_CODE,SECURITY_NAME_ABBR,ORG_CODE,DATE_TYPE_CODE,FISCAL_YEAR,STD_REPORT_DATE,ACCOUNTS_PAYABLE,DEFER_INCOME,DEFER_INCOME_1YEAR,LONG_LOAN,MINORITY_EQUITY,MONETARYFUNDS,NET_CURRENT_ASSETS,PREPAYMENT,SHARE_CAPITAL,SHORT_LOAN,TAX_PAYABLE,TOTAL_ASSETS,TOTAL_ASSETS_LESS_CURRENT_LIAB,TOTAL_CURRENT_ASSETS,TOTAL_CURRENT_LIAB,TOTAL_EQUITY,TOTAL_LIABILITIES,TOTAL_LIAB_EQUITY,TOTAL_NONCURRENT_ASSETS,TOTAL_NONCURRENT_LIAB,TOTAL_PARENT_EQUITY,UNASSIGN_RPOFIT,储备,其他应付款及应计费用,其他权益,其他非流动负债,其他非流动资产,可供出售投资,可转换可赎回优先股,可转换票据及债券,合营公司权益,固定资产,在建工程,存货,应付关联方款项(流动),应付票据,应付股利,应收关联方款项,应收帐款,应收票据,总权益及非流动负债,总资产减总负债合计,拟派股息,拨备(流动),拨备(非流动),指定以公允价值记账之金融资产,无形资产,流动负债其他项目,流动资产其他项目,物业厂房及设备,短期存款,职工薪酬及福利(非流动),联营公司权益,股东权益其他项目,衍生金融工具-负债,衍生金融工具-负债(流动),衍生金融工具-资产,衍生金融工具-资产(流动),证券投资,递延税项负债,递延税项负债(流动),递延税项资产,长期应付款,非流动负债其他项目,非流动资产其他项目,非运算项目,预缴及应收税项
2016-06-30,00992.HK,00992,联想集团,10009194,003,3-31,2016-03-31 00:00:00,31257918468.0,3500086615.2,4348727697.6,16506734493.6,1549293674.4,,-16623125316.0,26303065934.399998,17837145518.4,4916099800.8,1240094080.8,167232153225.6,62790859324.8,87818168584.8,104441293900.8,43776059104.8,145275368076.0,167232153225.6,79413984640.8,40834074175.2,21956785149.6,,3982128436.8,53285040756.0,-1411782480.0,,,1002982262.4,,,,,1674112752.0,17091732326.4,,1782957268.8,,,30242774584.8,1135964347.2,62790859324.8,,,6873669828.0,1922756227.2,,57232541066.4,,12640333759.2,8913586096.8,1044042652.8,2989815775.2,333390211.2,,,736786000.8,,519972285.6,,1465395732.0,,6933019068.0,,14449285332.0,1174498250.4,,990137628.0
2016-09-30,00992.HK,00992,联想集团,10009194,002,3-31,2016-06-30 00:00:00,38456575408.2,3730299213.6,4182933853.2,16611307967.6,142751330.6,15045450679.0,-17985198539.6,31981593549.800003,17962494019.6,263719677.6,1614631939.8,180864860744.4,61792968877.6,101086693327.2,119071891866.8,42364918125.4,159611026016.4,180864860744.4,79778167417.2,40539134149.6,21253834728.0,,3148589377.8,62279787175.4,,13714872317.8,,1081823633.4,,1948388383.8,,,2084294969.4,19250594895.0,,4465364726.4,,,33058328699.6,1236027391.0,61792968877.6,,,7402040799.0,,,57165039788.0,,,8553493853.0,1312775346.4,3058919879.4,353642932.4,,,406838287.2,,308948417.0,,1475346387.4,,7602775467.0,,,835239190.6,142751330.6,994831932.8
2016-12-31,00992.HK,00992,联想集团,10009194,004,3-31,2016-09-30 00:00:00,42750733144.0,3798833003.0,3894168194.0,17101168707.0,1701680785.0,,-30758984039.0,32510333744.0,18659711434.0,447096587.0,1737045611.0,188712732852.0,51027413521.0,106926335292.0,137685319331.0,41877371781.0,167661650219.0,188712732852.0,81786397560.0,29976330888.0,21051082633.0,,2166577714.0,77352690317.0,-1476887300.0,,,1155829066.0,,,,,2248850534.0,19656773381.0,,4413250030.0,,,35328545490.0,1033550567.0,51027413521.0,21051082633.0,,6722716070.0,2036800318.0,,57673101143.0,,17502272984.0,8767722859.0,1125243833.0,2790928525.0,483668451.0,,,367619378.0,,936779417.0,,1571175004.0,,8533862715.0,,2677425331.0,840611786.0,,915586882.0
2017-03-31,00992.HK,00992,联想集团,10009194,001,3-31,2016-12-31 00:00:00,38980527552.5,3707877000.4,4046687824.8,20468098115.6,192794039.2,19004804880.7,-23909241278.7,33161078391.3,18558302882.6,482971697.9,,187564190418.2,61073486710.4,102581462429.1,126490703707.8,50494755523.899994,159310025273.6,187564190418.2,84982727989.1,32819321565.8,28254165144.6,,3682287496.7,69024833370.2,5820780726.1,2625576910.1,,1765517071.4,,1934708605.3,,,2850514788.0,19276885675.5,,,,,30828776925.6,471449866.9,61073486710.4,,,6025883116.5,,,57603256098.5,5765144770.9,,8529259625.0,1357230296.0,2554169155.1,224689503.1,,,464219400.5,,371237534.4,,1528891779.3,1700435974.5,9902261720.8,,,843239345.3,192794039.2,1373988695.7
2017-06-30,00992.HK,00992,联想集团,10009194,003,3-31,2017-03-31 00:00:00,42062974460.8,3866881715.2,4008486998.4,17472207308.8,274410620.8,9399276768.0,-26442027763.2,34729300320.0,18222336620.8,1790216492.8,1218463907.2,180380681987.2,58085825987.2,95852828236.8,122294856000.0,49514943174.4,152076622316.8,180380681987.2,84527853750.4,29781766316.8,28304059670.4,,2988546883.2,61455317705.6,6818765545.6,2469817526.4,,1888499488.0,,1820667420.8,,,2998810099.2,21525872780.8,,5359776566.4,,,30463474188.8,315124764.8,58085825987.2,,,5595241161.6,,,56344026131.2,,,8626615801.6,1040656230.4,2613773526.4,175477283.2,,,804378707.2,,352072342.4,,1538418819.2,,10347015328.0,,,845031881.6,274410620.8,1329428579.2
2017-09-30,00992.HK,00992,联想集团,10009194,002,3-31,2017-06-30 00:00:00,48051633856.8,4016831076.3,4437776458.8,17197960041.6,230326977.6,7591511874.6,-28288412411.7,40479163248.299995,17852477845.8,464855112.9,,191962868280.6,57267069060.3,106407386808.6,134695799220.3,48770861436.0,164164829862.3,191962868280.6,85555481472.0,29469030642.0,27798038418.3,,3120345171.9,67878270881.4,6594888423.0,2345891947.8,,2206643148.9,,1756203382.8,,,2805809207.1,23892773631.0,,6471747380.4,,,35069824272.3,197062834.8,57267069060.3,,,5501990100.0,,,56071252329.0,1325959703.4,1219583470.2,8521029630.3,784581133.5,2637975279.9,226338200.7,,,563565726.6,,446955393.6,,1514168913.6,,11542279248.3,,,908060658.0,230326977.6,
2017-12-31,00992.HK,00992,联想集团,10009194,004,3-31,2017-09-30 00:00:00,48994842987.2,4165395679.2,4191806915.6,17104477327.0,199757028.2,10849045901.6,-23809148070.8,37162569874.8,20817458066.6,371142560.0,1552127333.8,192755077493.0,58222433693.0,110723495729.2,134532643800.0,50407060030.600006,164161339882.6,192755077493.0,82031581763.8,29628696082.6,28593737610.4,,995864353.6,67161480661.0,6580658162.0,2306853570.6,,2345503363.6,,1855928428.6,,,2510335092.8,26027737667.8,,6190193972.6,,,37635874651.8,248031697.8,58222433693.0,,,5699965617.6,,,54993486886.8,,,8359483030.6,565319381.4,2573867119.4,221764213.8,,,371083752.2,,130494508.2,,1622173957.8,,9314763468.0,,,1061879376.2,199757028.2,1328788377.8
2018-03-31,00992.HK,00992,联想集团,10009194,001,3-31,2017-12-31 00:00:00,40563225175.2,3668508980.5,4606360231.2,16655447672.5,211896393.8,11620515697.7,-23872167992.4,32767056440.3,20033402416.3,7336275965.2,1061299229.9,179174196665.1,56809518756.9,98492509915.8,122364677908.2,50711061564.8,150588569522.3,179174196665.1,80681686749.3,28223891614.1,28585627142.8,,2092032005.7,57962221808.4,6248296327.0,2096024949.2,,2345945483.7,,1753801394.8,,,2407367644.5,23842532177.1,,5042892709.4,,,31268973208.2,70137467.4,56809518756.9,,,5398176647.5,,,53540052602.4,,,8204404763.1,530124558.6,2600016164.2,224271374.6,,,394226141.4,,156510809.0,,1450092452.9,,9624710486.3,,,1142918767.9,211896393.8,1428675184.3
2018-06-30,00992.HK,00992,联想集团,10009194,003,3-31,2018-03-31 00:00:00,52401050324.4,3975994339.2,4840208315.0,12189325484.4,-13564030.0,17290155056.8,-28908381945.4,38816065552.200005,21079978121.8,17458183613.8,1156502280.8,207174731342.8,54892028192.8,123374321204.6,152282703150.0,50757103121.6,178471139784.0,207174731342.8,83800410138.2,26188436634.0,28703591558.8,,973533441.0,65316071263.6,6663644026.0,3664339246.0,,,,1763542247.8,,,2474297419.8,27294130043.4,,5501312520.6,,,40035743129.8,88735222.6,54892028192.8,,,5282647123.8,,2628530365.8,55757677970.8,,,8350255065.6,501908809.6,2780189454.4,229192407.4,,,326727708.0,,1071948749.4,,1815045862.2,,10424751047.0,,,764971592.4,-13564030.0,1446368910.2
2018-09-30,00992.HK,00992,联想集团,10009194,002,3-31,2018-06-30 00:00:00,50093901010.4,4486621119.2,4920471625.6,12521031416.8,-424143955.2,15220450134.4,-29336506621.6,39606945845.6,21916601501.6,18159505784.0,1548115805.6,212480285636.8,57065536820.8,126078242194.4,155414748816.0,47979737112.0,185284661726.4,212480285636.8,86402043442.4,29869912910.4,27195623910.4,,-1132488300.0,70715782038.4,6835654664.0,5893637653.6,,,,1825320048.8,,,1943662926.4,29449380535.2,,4264299133.6,,,41944277871.2,242546833.6,57065536820.8,,,5327362547.2,,3127105460.8,57003259423.2,,,8476048058.4,772554797.6,2883347888.0,358172427.2,,,385310871.2,,668410588.8,,2259954784.0,,11520885166.4,,,816863724.8,-424143955.2,1329721843.2
2018-12-31,00992.HK,00992,联想集团,10009194,004,3-31,2018-09-30 00:00:00,50374817340.8,4667751541.6,5043875491.2,12499294156.0,-2119472834.4,23333919152.0,-29540990368.8,33184834828.8,21865626733.6,18125745516.0,1938915768.8,214671328699.2,58299809286.4,126830529044.0,156371519412.8,48328300322.4,188110916279.2,214671328699.2,87840799655.2,31739396866.4,26560412420.0,,-97738831.2,67896937553.6,6911997352.0,7457052106.4,,,,1797444627.2,,,1084564043.2,26027560435.2,,7098676392.0,,,44990142790.4,95199447.2,58299809286.4,,,5408222189.6,,3338335975.2,56941712407.2,,,9683124163.2,745556279.2,2879208484.8,502942159.2,,,484329160.8,,310511757.6,,2438645950.4,,12078470184.8,,,1081111853.6,-2119472834.4,1273343222.4
2019-03-31,00992.HK,00992,联想集团,10009194,001,3-31,2018-12-31 00:00:00,43295294000.0,4566236000.0,5258534000.0,16340656000.0,-2087172000.0,17930327000.0,-24268476000.0,28401378000.0,19824291000.0,13150815000.0,2008091000.0,201927464000.0,63955740000.0,113703248000.0,137971724000.0,50462319000.0,174339890000.0,201927464000.0,88224216000.0,36368166000.0,27587574000.0,,3050454000.0,60213219000.0,6800001000.0,8401024000.0,,,,1714356000.0,,,1562825000.0,23127283000.0,,8570668000.0,,,44855103000.0,312798000.0,63955740000.0,,,4973956000.0,,3507137000.0,56053526000.0,,,9634406000.0,472759000.0,2923995000.0,532357000.0,,,501147000.0,,477890000.0,,2421899000.0,,12543851000.0,,,1265797000.0,-2087172000.0,1250027000.0
2019-06-30,00992.HK,00992,联想集团,10009194,003,3-31,2019-03-31 00:00:00,46312942733.4,5050326487.5,5331398597.0,14688903376.7,-1755337775.1,18681344153.5,-26377715172.2,30543487760.1,21902264848.1,19037501736.4,1452974719.7,222819703409.1,65766707554.8,130675280682.1,157052995854.3,53359173373.1,193555996051.6,222819703409.1,92144422727.0,36503000197.3,29263707357.5,,2193201167.5,70268054873.8,6923579117.0,9566296293.4,,,,1719554961.6,,,1738247270.9,24563557463.9,,9113528551.4,,,57813092136.8,139721402.8,65766707554.8,,,5053550721.8,,3279424391.6,57688893806.6,,,11573667445.2,485223200.7,2979928086.1,534061069.5,,,483043920.8,,147922919.9,,2497990992.0,,13035696144.8,,,1194781611.8,-1755337775.1,1400582631.0
2019-09-30,00992.HK,00992,联想集团,10009194,002,3-31,2019-06-30 00:00:00,55576627309.4,5545585046.9,5447752694.1,15145787820.7,-1611227838.7,23417947526.0,-27746512815.7,33579554664.4,22533714786.7,18730107207.9,2323037421.8,236160226759.2,66129931649.8,142283782293.7,170030295109.4,51371568999.5,207765991907.3,236160226759.2,93876444465.5,37735696797.9,28394234851.9,,443619360.9,73763259954.2,7028128543.0,9725711384.3,,,,1801955660.1,,,1799515509.6,26996622739.0,,8865901368.7,,,58375027267.3,394908298.6,66129931649.8,,,5059471702.8,,3417017010.6,57974651617.0,,,11907191785.5,461344048.3,3005515688.6,517941394.1,,,264137450.5,,636681239.3,,2511141197.3,,13874158202.6,,,1333991377.4,-1611227838.7,1473674079.5
2019-12-31,00992.HK,00992,联想集团,10009194,004,3-31,2019-09-30 00:00:00,60454486507.8,6040154412.6,5805551782.8,15020721315.6,-992741164.8,24562635127.8,-26421841261.2,33805297864.800003,22225636032.6,18585182800.8,2492156759.4,244350781012.8,68317166194.2,149611773557.4,176033614818.6,53896642245.600006,214385930081.4,244350781012.8,94739007455.4,38352315262.8,29964850931.4,,1706155281.6,73723490979.6,7025800782.0,9906197023.8,,,,1869872743.2,,,1985384662.8,27893610175.2,,9082538018.4,,,63896452897.2,580643078.4,68317166194.2,,,5292982464.0,,3868212209.4,57420097627.2,,,12079297276.2,454004119.8,3038560648.2,444704845.2,,,597225505.8,,176135097.6,,2476809119.4,,14235773244.0,,,1639937191.2,-992741164.8,1308595596.0
2020-03-31,00992.HK,00992,联想集团,10009194,001,3-31,2019-12-31 00:00:00,53207146000.0,6127226000.0,5804107000.0,11085482000.0,-966600000.0,25159119000.0,-32057813000.0,25217564000.0,19824291000.0,23345263000.0,2532038000.0,227631273000.0,62845159000.0,132728301000.0,164786114000.0,51687621000.0,198870762000.0,227631273000.0,94902972000.0,34084648000.0,28760511000.0,,3102819000.0,63947583000.0,6800001000.0,9361514000.0,,,,1833907000.0,,,2155578000.0,35049380000.0,,10334646000.0,,,44374066000.0,81684000.0,62845159000.0,,,5092564000.0,,3903486000.0,56571562000.0,,,9908087000.0,471017000.0,3247711000.0,427281000.0,,,522767000.0,,983504000.0,,2428808000.0,,14592344000.0,,,7344634000.0,-966600000.0,1391967000.0
2020-06-30,00992.HK,00992,联想集团,10009194,003,3-31,2020-03-31 00:00:00,55263476096.5,6795958945.5,6088193012.5,17964818848.5,-746936806.5,,-23556972534.5,28829628385.5,22554741878.5,16203134830.0,1742541050.5,237127725069.0,71643796652.5,141926955882.0,165483928416.5,53514004215.5,207179273742.0,237127725069.0,95200769187.0,41695345325.5,29948451327.0,,1010811010.0,69609049239.5,7129835245.0,9434134620.5,,,,1911280933.0,,,2086526876.0,36294401855.0,,10740989082.0,,,49742124490.0,209404530.5,71643796652.5,,,5296860661.5,,4351605821.5,56575979999.0,,24747326744.0,9828583122.0,358796139.5,3304476976.5,616086408.0,,,539684444.0,,353302447.5,,2284675001.5,,14721190174.5,,,7020796786.0,-746936806.5,1391971290.0
2020-09-30,00992.HK,00992,联想集团,10009194,002,3-31,2020-06-30 00:00:00,58060951291.2,6998344784.2,6332514497.1,17321843475.2,-403627816.9,25188230845.8,-22269449226.2,32499125169.5,21696454222.3,15686534162.2,2377160746.4,238927005761.4,71568348794.8,145089207740.4,167358656966.6,54334130876.3,208578258198.2,238927005761.4,93837798021.0,41219601231.6,30348747563.2,,2288929090.8,71632738290.3,6766992067.0,9323517227.2,,,,1787746591.4,,,2096904701.1,35700798343.1,,7546115177.7,,,49136894099.7,251149677.9,71568348794.8,,,5353964418.0,,5235761512.3,54345537793.8,,,9798024564.9,367520666.7,3303273055.5,513141035.0,,,368678383.7,,344134783.3,,2484876098.1,,14759243705.8,,,7089184708.1,-403627816.9,1601354154.4
2020-12-31,00992.HK,00992,联想集团,10009194,004,3-31,2020-09-30 00:00:00,65039896529.7,7548108718.4,6901099634.4,25633017450.8,158085277.2,,-17422657482.0,32470871229.5,20905211933.7,4169972241.4,2766048657.8,252155654411.3,75195766356.8,159537230572.5,176959888054.5,50879565074.600006,226636829235.4,252155654411.3,92618423838.8,49676941180.9,25518825175.9,,4455527965.0,83358853425.1,,9143538117.0,,,,1790184613.8,,,1458152027.5,37751772944.9,,8140530489.0,,,60547104860.8,310415592.6,75195766356.8,,,5767672305.2,,5646296115.4,53191467642.6,,26361568210.1,9983136149.4,333331041.4,3098276991.1,481889964.6,,,815814771.9,,150209722.9,,2463815289.8,,14870286249.4,,,6987195689.9,158085277.2,1611956970.3
2021-03-31,00992.HK,00992,联想集团,10009194,001,3-31,2020-12-31 00:00:00,67163916754.8,7775471011.1,6878028570.1,21682543196.6,338402236.1,20163278350.5,-26523639620.5,32708652321.3,21053873496.9,4588548222.3,2598574585.9,249647833490.3,69780595272.2,153343598597.6,179867238218.1,47113388769.7,225921937987.4,249647833490.3,96304234892.7,46054699769.3,23725895502.9,,2333619769.9,86599863907.4,,9437411922.8,,,,1750022616.9,,,1364293878.2,41928679068.8,,5819727276.4,,,55184627422.5,518731850.7,69780595272.2,,,5982380094.0,,5847201881.7,55231809356.5,,,10342404787.5,390236650.5,2838177326.5,430124441.5,,,236198807.2,,777378218.7,,2571073695.4,,15407989962.0,,,7680410585.3,338402236.1,1672014714.6
2021-06-30,00992.HK,00992,联想集团,10009194,003,3-31,2021-03-31 00:00:00,72341362618.0,8294174070.8,7402660890.5,21346334533.5,5594039613.7,,-23955762726.5,32548574300.1,20697598371.3,4481364909.9,3170067971.5,261379735243.3,72624728444.4,164799244072.4,188755006798.9,53104702941.5,234505351017.6,261379735243.3,96580491170.9,45750344218.7,26874384225.7,,5532720344.5,88466237345.2,-4949974103.8,,,,,,,,1415175346.4,50555256777.0,,6611440762.7,,,57642974872.3,428970020.3,72624728444.4,26874384225.7,,6079051001.5,1732107852.4,6821691177.3,54572528102.9,,20516063101.2,10092601309.8,534637876.0,2817204389.3,416107961.2,,,202821299.6,,485780139.7,,2533599539.2,,15592943633.1,,9026923833.5,7669443640.2,,2086986985.8
2021-09-30,00992.HK,00992,联想集团,10009194,002,3-31,2021-06-30 00:00:00,74530113033.6,8655648314.4,8020053172.8,21461310574.2,880847028.0,23655353821.2,-24469057503.0,32428011722.4,20778657370.2,3126812387.4,4644765655.2,276113732391.0,72831022543.8,178813652344.2,203282709847.2,52802907544.8,249271855104.6,276113732391.0,97300080046.8,45989145257.4,26841877286.4,,5182372888.2,98547981258.6,,8927029877.4,,,,1649781993.6,,,1859091793.2,56603377886.4,,8012620904.4,,,61616293758.0,440598619.8,72831022543.8,,,6028535997.0,,7181458525.8,53432724195.0,,,10089777787.2,541809772.2,2779084695.6,558328086.0,,,371827438.2,,909506010.6,,2516289802.2,,15967722796.2,,,8210976863.4,880847028.0,2618700753.6
2021-12-31,00992.HK,00992,联想集团,10009194,004,3-31,2021-09-30 00:00:00,79802647681.6,9117512403.7,8586422969.4,21129006043.0,6847642065.4,,-20514190916.3,34428218938.4,20427188114.1,2764586404.1,3433805378.9,291026496467.1,76163245104.8,194349060446.0,214863251362.3,59140202613.2,260475225936.1,291026496467.1,96677436021.1,45611974573.8,30551270531.0,,8161743968.1,106465531799.4,-4885303616.6,,,,,,,,2506670212.0,53820987981.7,,6771331312.1,,,78732486436.6,628318859.3,76163245104.8,30551270531.0,,6524132671.7,1611413545.1,7703331138.1,51887333807.2,,23950113027.6,10094014615.7,462550659.3,2747697174.8,544319011.8,,,514793145.1,,601591924.9,,2645870870.1,,15465356970.4,,8360474537.1,8476410265.9,,1724792618.2
2022-03-31,00992.HK,00992,联想集团,10009194,001,3-31,2021-12-31 00:00:00,83699944154.2,9265718452.4,9141547660.4,16717019773.6,2565066388.4,24950247933.4,-23881115830.4,31831728474.4,20339080506.6,5001886440.4,3131643238.4,282561200600.8,74602199073.8,184077885696.6,207959001527.0,65928215388.0,248314559712.6,282561200600.8,98483314904.2,40355558185.6,34246640888.2,,11342493993.2,99951844010.2,,8087613148.2,,,,1541190603.2,,,3238921470.2,52694237115.6,,,,,71668302265.4,,74602199073.8,,,6221946998.4,,7420918836.0,51209564537.0,,,10389648217.8,587291026.6,2161828724.4,2155512265.4,,,810189025.0,,722152187.4,,2582187483.8,,16047963931.0,,,8020785646.8,2565066388.4,1623926693.8
2022-06-30,00992.HK,00992,联想集团,10009194,003,3-31,2022-03-31 00:00:00,91339509708.4,9307033950.0,10275670177.8,17703471859.4,2719580085.2,,-25937420063.4,28656349142.8,21502741708.2,5464999060.4,3627880827.0,296969369477.2,75696370535.0,195335578878.8,221272998942.2,72248073349.2,259485542760.0,296969369477.2,101633790598.4,38212543817.8,37483826717.2,,13261504923.8,104180028644.4,,,,,,,,,3170277440.8,59514433458.2,,,,,78166219426.2,,75696370535.0,,,6152810178.0,1607373588.6,8115552396.6,52682436311.6,,25423380514.6,10546381208.2,386408855.0,2151332558.6,2245701554.0,,,232100346.2,,1514132108.4,,2595056769.6,,16685157848.8,,4848275091.6,8188283838.4,,1674655373.6
2022-09-30,00992.HK,00992,联想集团,10009194,002,3-31,2022-06-30 00:00:00,87673222162.2,9475577674.8,10847592725.4,27952246290.6,3142655472.0,,-18865865452.2,25975271481.6,23303801336.4,4302911887.8,4998883982.4,307375099002.6,88876482066.6,199632751483.8,218498616936.0,76757045368.8,267425248582.2,307375099002.6,107742347518.8,48926631646.2,39949850420.4,,13503393612.0,104245497224.4,,,,,,1613749041.0,,,4144082262.0,59765342521.8,,,,,69484031548.2,,88876482066.6,,,6067836970.2,,7986621818.4,57144493950.6,,39527646613.8,11225245287.0,428693023.8,2179170013.2,3051927127.8,,,362671983.6,,2508806627.4,,2872451283.6,,17662562949.0,,4833437343.0,6527414124.0,3142655472.0,1942959667.2
2022-12-31,00992.HK,00992,联想集团,10009194,004,3-31,2022-09-30 00:00:00,75477459580.0,9730973943.0,11145268300.4,27100554015.6,3335096214.4,,-19397866601.4,27400219859.8,22860031942.8,4235235941.4,4075690884.6,290762592073.2,89365631121.4,181999094350.4,201396960951.8,77502333454.79999,250343877238.6,290762592073.2,108763497722.8,48946916286.8,40418714834.6,,14223586677.4,99005166831.0,,5544211617.6,,,,1501358822.0,,,4003384407.4,52248812253.0,,,,,64690770675.2,,89365631121.4,,,6174431307.0,,8577684935.2,57002172646.8,,34954617010.8,13419913625.0,430182448.2,2040690481.4,3079697367.8,,,1283708107.4,,178850928.0,,3029127407.2,,16489498393.6,,,6191146347.0,3335096214.4,2095641175.4
2023-03-31,00992.HK,00992,联想集团,10009194,001,3-31,2022-12-31 00:00:00,67156670567.8,9547725515.9,10870699558.4,25309694262.6,3157072002.7,29205309094.5,-21663061736.8,27109907870.1,22555104600.6,1866463667.2,3095934487.8,267446955686.9,88141234390.0,157642659560.1,179305721296.9,79949556408.7,225893641481.2,267446955686.9,109804296126.8,46587920184.3,41553314205.7,,15841137602.4,88870191197.7,,5649258928.5,,,,1347107452.9,,,4384467569.9,43785496618.6,,,,,54563895502.6,,88141234390.0,,,7016287439.7,,8934220139.9,56809127273.8,,,13787770566.9,489010787.1,1767703594.8,3011639343.9,,,429474378.3,,257413882.0,,2966430429.6,,16954414847.7,,,5922656384.7,3157072002.7,2231625805.2
2023-06-30,00992.HK,00992,联想集团,10009194,003,3-31,2023-03-31 00:00:00,67086010811.4,9788675647.2,11330776980.0,26653526653.8,3235987820.4,,-22424851203.6,28933085908.8,23717373404.4,2026403352.0,2422348288.8,274033905520.2,90657856603.8,160951197712.8,183376048916.4,81406744347.6,231712539436.2,274033905520.2,113082707807.4,48336490519.8,42321366084.0,,15368004859.2,93416197366.8,,5700520329.6,,,,1298389550.4,,,4017660412.8,42684252985.8,,,,,54007861972.2,,90657856603.8,,,6832008351.6,,8840549526.0,59183167803.0,,31466928291.6,13936653363.0,494418139.2,1833749072.4,2991271651.8,,,262303765.8,,714920652.0,,3061629266.4,,17977378529.4,,,6136026521.4,3235987820.4,2649729763.2
2023-09-30,00992.HK,00992,联想集团,10009194,002,3-31,2023-06-30 00:00:00,78061190833.0,9833195607.2,11180994843.0,26124958765.0,3240222200.6,26830797723.2,-26181205318.2,36798765356.2,23566386776.4,2108247752.8,2473642134.4,281854917209.4,87600495686.8,168073216204.4,194254421522.6,76864547926.6,241802532145.8,281854917209.4,113781701005.0,47548110623.2,40052385063.6,,13245776086.6,93767829010.0,,5558529362.0,,,,1228140689.0,,,4094884053.2,44296795631.6,,,,,56073462581.6,,87600495686.8,,,6516659312.4,,9416408217.2,58693608535.0,,,14155219813.2,444996824.2,1728709165.2,2930083559.8,,,145857637.0,,769538143.8,,3074577034.8,,18024636607.0,,,6466860219.6,3240222200.6,2858859943.8
2023-12-31,00992.HK,00992,联想集团,10009194,004,3-31,2023-09-30 00:00:00,72657778792.2,10223176262.7,11214251391.0,25240214276.1,3630556606.5,,-24597020123.7,29346126293.1,24720620321.4,404415087.3,2850021818.4,279797367669.9,90684581839.8,164515765706.4,189112785830.1,82962774405.3,236500702164.0,279797367669.9,115281601963.5,47387916333.9,43296665505.9,,14945488578.0,94686958948.2,,5803592710.8,,,,1215965018.7,,,2730260444.1,44046673857.0,,,,,63352584193.8,,90684581839.8,,,6414036458.4,,9811288926.9,60339249478.8,,24549821010.9,14231573666.1,471976962.6,1671935079.3,2361938796.0,,,885323334.6,,108903595.2,,3233032986.3,,18635660270.4,,,7171630381.2,3630556606.5,2639679793.8
2024-03-31,00992.HK,00992,联想集团,10009194,001,3-31,2023-12-31 00:00:00,74536004565.0,10191853980.0,10732216275.0,25323679755.0,3537524430.0,25257000945.0,-23924198100.0,26835886770.0,24839502765.0,357807945.0,1953821100.0,274938018630.0,90048257145.0,160965563385.0,184889761485.0,82754519100.0,231791996865.0,274938018630.0,113972455245.0,46902235380.0,43146021765.0,,14768994570.0,90473843625.0,,5354631975.0,,,,1144146795.0,,,2395612560.0,47555493315.0,,,,,57807896025.0,,90048257145.0,,,6534140250.0,,10285188705.0,59210662665.0,,,14262212910.0,465112725.0,1712747190.0,2261907285.0,,,301927725.0,,493584960.0,,3175175685.0,,18683277690.0,,,6873593430.0,3537524430.0,2550588645.0
2024-06-30,00992.HK,00992,联想集团,10009194,003,3-31,2024-03-31 00:00:00,84984567112.8,10427784097.2,10174070017.2,18601026394.8,3582934558.8,,-30514848067.2,26123655993.6,24950834151.6,7224301750.8,2493268219.2,288526096268.4,82996118644.8,175015129556.4,205529977623.6,82869938650.8,245299659663.6,288526096268.4,113510966712.0,39769682040.0,43226436604.8,,14692667894.4,94144464982.8,,4830673322.4,,,,1092410157.6,,,2134932715.2,55429307031.6,,,,,61681000132.8,,82996118644.8,,,6339089049.6,,10390731864.0,58431400263.6,,27873777142.8,14163267810.0,442061150.4,1693049734.8,2241528262.8,,,170216491.2,,672570369.6,,3124738333.2,,19277445236.4,,,6871660560.0,3582934558.8,2792757735.6
2024-09-30,00992.HK,00992,联想集团,10009194,002,3-31,2024-06-30 00:00:00,99710747190.0,10910318585.4,10906807878.0,18329228150.4,4303699821.0,29283328971.0,-31362319440.0,34344921146.4,24532816303.8,7202871423.0,3375107202.6,311579023701.6,82562819524.2,197653884737.4,229016204177.4,81067692630.6,268893327475.8,311579023701.6,113925138964.2,39877123298.4,42685696225.8,,13849180101.0,100806270091.2,,4632171696.0,,,,1100196837.0,,,2329680204.0,63899191238.4,,,,,66404357760.6,,82562819524.2,,,6103284229.8,,10675745870.4,57865238224.2,,,14157281464.2,422083731.6,1730484437.4,2239263721.8,,,911116162.8,,209472208.2,,3174723592.2,,19596915862.2,,,7061013617.4,4303699821.0,3090529681.2
2024-12-31,00992.HK,00992,联想集团,10009194,004,3-31,2024-09-30 00:00:00,99802609832.8,11105675449.6,11540853997.2,18843880223.6,4060612145.6,,-31122839132.8,32848134205.2,25166494950.8,7595062164.8,5638775046.8,321482097609.6,84954257981.2,205405000495.6,236527839628.4,84226885350.4,277338348861.6,321482097609.6,116077097114.0,40810509233.2,44143748748.0,,14916641651.6,105516237688.8,,4344740844.0,,,,1138470038.4,,,1594890308.0,65757175723.6,,,,,71685327000.8,,84954257981.2,,,6242758791.6,,10398372831.6,57696808426.8,,28282386003.2,14393225494.0,981532889.6,1623198227.2,2231394374.4,,,191542106.4,,1334131098.0,,3754544450.4,,22950275288.8,,,6812130390.4,4060612145.6,4516313575.2
