日期,IDX_000300_close,IDX_000300_volume,IDX_000300_turnover
2025-03-25,3932.295,14047539900,
2025-03-26,3919.357,13116418700,
2025-03-27,3932.412,12679373800,
2025-03-28,3915.166,12635621400,
2025-03-31,3887.306,16679852300,
2025-04-01,3887.684,14038027400,
2025-04-02,3884.386,11304317500,
2025-04-03,3861.503,14259978900,
2025-04-07,3589.441,31257858600,
2025-04-08,3650.759,28019731200,
2025-04-09,3686.794,26230570800,
2025-04-10,3735.115,22725222700,
2025-04-11,3750.517,16875969100,
2025-04-14,3759.142,16446240300,
2025-04-15,3761.235,13400604000,
2025-04-16,3772.82,15635900600,
2025-04-17,3772.222,12237100200,
2025-04-18,3772.523,10294850900,
2025-04-21,3784.881,12135573000,
2025-04-22,3783.952,12568825700,
2025-04-23,3786.882,13198687000,
2025-04-24,3784.357,11716456000,
2025-04-25,3786.994,12459113300,
2025-04-28,3781.619,12514509100,
2025-04-29,3775.077,11151469400,
2025-04-30,3770.571,14368165800,
2025-05-06,3808.542,15852045900,
2025-05-07,3831.627,16117229900,
2025-05-08,3852.896,12495983300,
2025-05-09,3846.157,11938952600,
2025-05-12,3890.61,15333246000,
2025-05-13,3896.258,14732029900,
2025-05-14,3943.211,17203377900,
2025-05-15,3907.199,13808174900,
2025-05-16,3889.085,11840534500,
2025-05-19,3877.145,9864341400,
2025-05-20,3898.171,10488523400,
2025-05-21,3916.381,10979134300,
2025-05-22,3913.865,10759705200,
2025-05-23,3882.274,12027741900,
2025-05-26,3860.107,10960120700,
2025-05-27,3839.397,9857242500,
2025-05-28,3836.237,8903102600,
2025-05-29,3858.7,10847188600,
2025-05-30,3840.232,11167222800,
2025-06-03,3852.013,13140309000,
2025-06-04,3868.743,11680387300,
2025-06-05,3877.556,12287818400,
2025-06-06,3873.984,11098797100,
2025-06-09,3885.246,13630629300,
2025-06-10,3865.465,14556385900,
2025-06-11,3894.625,14241477200,
2025-06-12,3892.199,13399869700,
2025-06-13,3864.182,17253953600,
2025-06-16,3873.795,13734183500,
2025-06-17,3870.379,12234252600,
2025-06-18,3874.971,12752862100,
2025-06-19,3843.091,13028065800,
2025-06-20,3846.644,11815102000,
2025-06-23,3857.902,13380089200,
2025-06-24,3904.034,16365618800,
2025-06-25,3960.066,18721367100,
2025-06-26,3946.02,16531626300,
2025-06-27,3921.758,19455791300,
2025-06-30,3936.079,14517023600,
2025-07-01,3942.762,12895936200,
2025-07-02,3943.685,14706306200,
2025-07-03,3968.068,14100400600,
2025-07-04,3982.203,15719713300,
2025-07-07,3965.175,13113527300,
2025-07-08,3998.453,15640289500,
2025-07-09,3991.401,17329379600,
2025-07-10,4010.024,20977890400,
2025-07-11,4014.807,26205277300,
2025-07-14,4017.668,20791717500,
2025-07-15,4019.064,19104293100,
2025-07-16,4007.202,15102730800,
2025-07-17,4034.491,16124904100,
2025-07-18,4058.549,18621106300,
2025-07-21,4085.607,22326847600,
2025-07-22,4118.958,25759698500,
2025-07-23,4119.769,30050615400,
2025-07-24,4149.037,31963239200,
2025-07-25,4127.163,27359496300,
2025-07-28,4135.824,22275981500,
2025-07-29,4152.025,23080788000,
2025-07-30,4151.238,24985304800,
2025-07-31,4075.591,26708740600,
2025-08-01,4054.929,19622182600,
2025-08-04,4070.702,16227590200,
2025-08-05,4103.45,17885199900,
2025-08-06,4113.485,17667615500,
2025-08-07,4114.666,19864190200,
2025-08-08,4104.967,17317120100,
2025-08-11,4122.511,19044371600,
2025-08-12,4143.825,17728782300,
2025-08-13,4176.578,21393499900,
2025-08-14,4173.313,22110359500,
2025-08-15,4202.353,26132756600,
2025-08-18,4239.413,30147910200,
2025-08-19,4223.374,25081877100,
2025-08-20,4271.396,24648177300,
2025-08-21,4288.071,25903001400,
2025-08-22,4377.998,29043489700,
2025-08-25,4469.222,35809000600,
2025-08-26,4452.591,27062139500,
2025-08-27,4386.127,33313389800,
2025-08-28,4463.782,29683453600,
2025-08-29,4496.759,35193894700,
2025-09-01,4523.711,32036670800,
2025-09-02,4490.453,30393256600,
2025-09-03,4459.83,25432021700,
2025-09-04,4365.209,30793460900,
2025-09-05,4460.325,24962565700,
2025-09-08,4467.573,26763838200,
2025-09-09,4436.258,22137546000,
2025-09-10,4445.365,20359764600,
2025-09-11,4548.035,25326405100,
2025-09-12,4521.998,26644200300,
2025-09-15,4533.056,23188567800,
2025-09-16,4523.337,24926920600,
2025-09-17,4551.023,23571647200,
2025-09-18,4498.109,30985982600,
2025-09-19,4501.92,22504400000,
2025-09-22,4522.608,19645995600,
2025-09-23,4519.778,25282706200,
2025-09-24,4566.071,22048260800,
2025-09-25,4593.488,22982333300,
2025-09-26,4550.049,20848211400,
2025-09-29,4620.053,27435887700,
2025-09-30,4640.694,24798035900,
2025-10-09,4709.482,34767869600,
2025-10-10,4616.834,31902089900,
2025-10-13,4593.979,31501035400,
2025-10-14,4539.064,37295403000,
2025-10-15,4606.288,28477185500,
2025-10-16,4618.422,24823551800,
2025-10-17,4514.235,25690561700,
2025-10-20,4538.22,21842040500,
2025-10-21,4607.872,21571117500,
2025-10-22,4592.57,18533396000,
2025-10-23,4606.345,20046391700,
2025-10-24,4660.684,20881448300,
2025-10-27,4716.019,26220067400,
