盈利能力,摊薄净资产收益率,7.474319,6.156451,2.522197,7.847251,7.57259,5.73436,2.113934,12.3574,10.302888,7.125435,2.215507,11.266844,8.995971,8.720835,3.16048,18.971023,16.262444,10.24917,3.182259,18.422852,15.318068,10.074501,2.455428,15.116517,14.184264,9.250398,2.434409,12.613862,12.277923,7.440983,2.31219,12.444035,10.907845,7.113329,1.949963,10.44077,8.894739,5.28896,1.672752,13.734393,12.211375,7.260284,2.329004,12.745625,10.83292,6.420494,2.089169,21.499625,17.020353,12.002213,,24.761747,,32.169618,34.739297,23.775214,9.602593,63.945693,35.568715
盈利能力,净资产收益率_平均,7.560103,6.176251,2.557245,7.694814,7.542442,5.729457,2.139779,12.971343,10.673704,7.240964,2.243419,14.178028,11.469649,9.197504,3.215077,19.722413,16.620746,10.113861,3.161961,19.532098,16.388087,10.397328,2.486561,15.315201,14.281065,9.022815,2.445361,12.871817,12.633149,7.447792,2.341785,12.9647,11.326321,7.133293,1.969517,13.162073,11.005203,6.443601,2.044711,14.740471,12.840582,7.419792,2.361334,17.234483,14.527708,8.472207,2.803979,24.089166,18.603548,12.768462,,28.260664,,35.568382,42.041812,26.982826,12.998363,92.698311,35.568715
盈利能力,净资产收益率_平均_扣除非经常损益,6.825987,5.608624,2.491338,6.39273,6.523008,4.814586,2.070801,11.274216,9.194944,5.801709,1.965394,12.312619,10.557711,8.275214,3.19618,18.377677,15.45094,8.954182,3.06398,18.128345,15.332239,9.452298,2.408931,13.486427,12.541891,7.559006,2.231717,10.504765,10.817243,6.675572,1.795045,10.344851,9.366681,5.652784,1.635341,10.964428,9.763081,5.579941,1.92177,13.323748,11.651609,6.468058,2.343908,15.120089,12.958842,7.215502,1.945657,22.476259,17.118518,11.239091,,25.756275,,31.749954,37.234353,22.675386,,82.189644,30.574195
盈利能力,摊薄净资产收益率_扣除非经常损益,6.748534,5.590644,2.457193,6.519372,6.549081,4.818706,2.045789,10.740598,8.875503,5.709143,1.940941,9.78446,8.280712,7.846343,3.141903,17.677519,15.117856,9.073976,3.083648,17.09882,14.33116,9.158813,2.37877,13.311468,12.456878,7.749668,2.221722,10.294246,10.513078,6.669469,1.772359,9.929399,9.020607,5.636963,1.619104,8.697495,7.890819,4.580061,1.572176,12.414365,11.080663,6.32901,2.311818,11.181942,9.663059,5.468125,1.449657,20.060103,15.661702,10.564621,,22.567423,,28.716063,30.766876,,,,
盈利能力,息税前利润率,10.073947,11.999574,11.20749,8.320742,11.356841,13.544637,10.448975,12.628112,13.504843,13.885434,10.127354,11.29898,13.84906,13.940052,10.329598,11.400161,13.630917,12.194318,10.670067,14.500419,17.005675,17.652463,12.104784,15.432895,19.70293,19.329201,13.551129,16.065538,21.019399,18.596476,14.678302,16.817414,19.380745,18.270543,12.603367,15.536181,16.537035,15.352848,11.763034,14.618007,16.26729,14.985123,11.357953,14.035808,14.512711,13.58685,11.580479,14.073905,14.339609,15.184162,13.437535,15.428669,14.428386,15.750155,18.409642,23.596989,7.373767,17.550828,5.850574
盈利能力,总资产报酬率,6.109096,4.883064,2.187682,6.22707,6.242372,4.755194,1.723066,10.048559,8.221983,5.515587,1.65067,9.279666,8.115113,5.977192,1.953045,11.956187,10.43332,6.11958,2.208271,15.64822,13.535142,8.76779,2.312908,13.99458,13.341932,8.332351,2.396092,12.039918,12.248911,7.157188,2.294768,12.442763,10.851412,6.632093,1.892272,12.19256,9.745718,5.745049,1.856358,13.041299,10.877688,6.385144,2.050156,14.546729,11.579163,6.846954,2.241552,17.418175,13.419243,9.023851,,20.053533,,25.016075,30.154395,19.160208,14.40019,45.662366,13.853815
盈利能力,总资本回报率,8.509007,6.834731,2.963747,8.442141,8.341898,6.305395,2.264768,13.586874,11.229779,7.619273,2.248297,13.581007,11.4218,9.062297,2.97556,19.094677,16.355129,9.451851,3.402634,22.578258,18.766999,12.063705,2.956374,17.643229,16.737203,10.640995,2.918408,14.662096,14.815908,8.825106,2.787834,15.061558,13.308906,8.39211,2.293216,15.453874,12.636334,7.478827,2.382892,17.444133,14.683764,8.716629,2.701409,19.784042,15.782219,9.328166,2.945256,25.524644,19.664252,13.457509,,29.89124,,37.736829,47.305981,29.641303,24.327813,99.735364,35.628694
盈利能力,投入资本回报率,7.422347,6.060975,2.527632,7.518775,7.380948,5.538327,2.080091,12.118083,10.077217,6.747396,2.050679,12.437028,9.879187,7.591993,2.707839,17.902912,15.059344,9.02286,2.965085,19.394094,16.393829,10.347752,2.487805,15.321845,14.177023,9.022815,2.445274,12.871817,12.525878,7.447792,2.360136,12.9647,11.309065,7.133293,1.945654,13.162073,10.726459,6.443601,2.022061,14.755347,12.446805,7.419792,2.284703,16.630154,13.639713,8.220835,2.484721,22.000051,17.134791,12.106579,,25.392768,,31.853575,39.652615,25.247751,11.825185,81.241092,27.764406
盈利能力,息前税后总资产报酬率_平均,5.413086,4.377729,1.877266,5.545192,5.523277,4.176713,1.582561,8.96236,7.378198,4.884486,1.505597,8.498005,7.019096,5.007428,1.777323,11.209959,9.606708,5.84183,1.924307,13.441384,11.823563,7.520651,1.946325,12.153262,11.38404,7.065248,2.007707,10.569814,10.444335,6.040182,1.927609,10.710492,9.234912,5.637279,1.625169,10.38441,8.487715,4.949814,1.592903,11.031153,9.441079,5.435179,1.792065,12.227751,10.208058,6.034164,1.986165,15.012971,11.693092,8.117993,,17.035583,,21.116014,25.275887,16.345487,6.856058,35.544155,8.78185
盈利能力,毛利率,30.438594,31.593874,31.555699,30.360129,31.32358,32.257396,32.380501,32.448977,33.572851,33.338881,31.7231,30.600653,31.315668,32.041965,33.181541,35.206798,36.29699,36.76834,37.670178,40.303351,42.161046,41.226681,39.418197,40.781235,41.318113,41.293951,39.614286,40.83642,42.419689,41.853171,40.816739,38.624108,39.448519,38.545338,38.04361,37.476896,38.015691,37.460496,35.60043,36.864225,38.23374,37.551873,36.708551,35.892096,36.344269,34.900757,38.947093,37.552751,37.160947,36.708444,36.004532,37.562017,37.346435,35.051563,40.005968,40.677411,41.689327,37.969055,34.77819
